Date,Day_of_Week,Month,Month_Name,Quarter,Week_of_Year,Is_Weekend,Holiday,Clinic_Type,Provider_Count,Available_Slots,Scheduled_Appointments,Completed_Appointments,Cancelled_Appointments,No_Shows,Walk_Ins,Patient_Volume,Average_Wait_Time,Capacity_Utilization,Revenue,Claims_Submitted,Claims_Denied,Staffing_Level
2025-04-28,Monday,4,April,2,18,0,0,Pediatrics,9,144,159,152,11,15,19,152,83.6,105.6,5704.31,148,6,11
2025-04-29,Tuesday,4,April,2,18,0,0,Pediatrics,10,180,149,149,10,12,22,149,55.3,82.8,4803.64,144,8,16
2025-04-30,Wednesday,4,April,2,18,0,0,General OPD,9,153,168,164,12,12,20,164,84.3,107.2,6019.92,146,10,14
2025-05-01,Thursday,5,May,2,18,0,1,Medicine,8,128,103,105,7,7,16,105,53.3,82.0,3436.48,94,5,13
2025-05-02,Friday,5,May,2,18,0,0,General OPD,8,120,142,127,13,9,7,127,85.0,105.8,5311.6,120,7,14
2025-05-03,Saturday,5,May,2,18,1,0,Surgical OPD,9,135,93,100,6,5,18,100,56.6,74.1,3375.49,90,5,11
2025-05-04,Sunday,5,May,2,18,1,0,General OPD,8,136,119,128,4,5,18,128,70.5,94.1,4746.13,123,6,14
2025-05-05,Monday,5,May,2,19,0,0,General OPD,7,105,171,165,11,13,18,165,100.0,125.0,5117.58,155,12,9
2025-05-06,Tuesday,5,May,2,19,0,0,General OPD,9,162,183,172,15,16,20,172,76.6,106.2,5648.98,155,11,13
2025-05-07,Wednesday,5,May,2,19,0,0,Pediatrics,10,180,160,161,9,10,20,161,51.9,89.4,5565.36,149,6,13
2025-05-08,Thursday,5,May,2,19,0,0,Pediatrics,8,136,145,132,8,14,9,132,71.1,97.1,4650.52,122,9,10
2025-05-09,Friday,5,May,2,19,0,0,General OPD,10,150,142,140,8,10,16,140,56.7,93.3,4458.17,135,7,15
2025-05-10,Saturday,5,May,2,19,1,0,Medicine,9,135,98,103,5,4,14,103,51.3,76.3,3297.13,91,5,14
2025-05-11,Sunday,5,May,2,19,1,0,Pediatrics,10,170,113,119,7,10,23,119,56.5,70.0,4046.91,115,9,13
2025-05-12,Monday,5,May,2,20,0,0,Pediatrics,9,144,144,145,11,9,21,145,70.1,100.7,4930.73,137,11,11
2025-05-13,Tuesday,5,May,2,20,0,0,Pediatrics,9,135,141,135,12,12,18,135,68.6,100.0,3766.47,129,6,12
2025-05-14,Wednesday,5,May,2,20,0,0,General OPD,9,144,152,153,5,8,14,153,85.9,106.2,5033.68,135,7,13
2025-05-15,Thursday,5,May,2,20,0,0,Pediatrics,8,120,134,129,8,10,13,129,70.3,107.5,4293.52,122,6,11
2025-05-16,Friday,5,May,2,20,0,0,General OPD,10,150,158,149,11,9,11,149,76.0,99.3,4186.11,140,11,14
2025-05-17,Saturday,5,May,2,20,1,0,General OPD,8,120,122,116,8,9,11,116,78.2,96.7,4132.35,108,6,13
2025-05-18,Sunday,5,May,2,20,1,0,Medicine,8,120,119,117,10,10,18,117,67.5,97.5,3937.16,112,5,12
2025-05-19,Monday,5,May,2,21,0,0,Surgical OPD,9,162,149,150,6,12,19,150,60.5,92.6,6198.39,140,10,11
2025-05-20,Tuesday,5,May,2,21,0,0,General OPD,8,128,182,186,6,13,23,186,100.0,125.0,5932.65,180,14,10
2025-05-21,Wednesday,5,May,2,21,0,0,General OPD,9,144,170,164,15,8,17,164,86.5,113.9,5993.29,148,14,11
2025-05-22,Thursday,5,May,2,21,0,0,Pediatrics,10,150,145,140,10,12,17,140,70.7,93.3,4781.91,134,9,12
2025-05-23,Friday,5,May,2,21,0,0,General OPD,9,135,146,136,8,13,11,136,70.4,100.7,5397.26,122,8,15
2025-05-24,Saturday,5,May,2,21,1,0,General OPD,7,112,134,136,9,7,18,136,100.0,121.4,3824.33,131,10,11
2025-05-25,Sunday,5,May,2,21,1,0,General OPD,9,162,141,144,9,8,20,144,64.4,88.9,4322.7,140,7,11
2025-05-26,Monday,5,May,2,22,0,0,Medicine,9,153,154,154,8,14,22,154,76.1,100.7,4351.6,141,11,12
2025-05-27,Tuesday,5,May,2,22,0,0,Medicine,8,136,158,158,10,11,21,158,100.0,116.2,5006.76,147,12,11
2025-05-28,Wednesday,5,May,2,22,0,0,General OPD,9,144,145,140,10,8,13,140,76.7,97.2,3850.15,132,6,15
2025-05-29,Thursday,5,May,2,22,0,0,General OPD,9,135,137,135,12,10,20,135,76.8,100.0,3495.91,120,9,13
2025-05-30,Friday,5,May,2,22,0,0,General OPD,8,120,157,146,11,9,9,146,92.8,121.7,3426.08,136,8,12
2025-05-31,Saturday,5,May,2,22,1,0,Medicine,9,162,97,95,8,7,13,95,40.9,58.6,2204.96,87,7,13
2025-06-01,Sunday,6,June,2,22,1,0,General OPD,9,153,116,122,5,7,18,122,59.3,79.7,4224.32,118,9,15
2025-06-02,Monday,6,June,2,23,0,0,General OPD,9,162,170,169,10,11,20,169,73.9,104.3,5100.12,164,8,13
2025-06-03,Tuesday,6,June,2,23,0,0,Medicine,8,136,149,154,9,13,27,154,87.7,113.2,4168.01,146,10,12
2025-06-04,Wednesday,6,June,2,23,0,0,General OPD,9,144,161,164,6,5,14,164,87.3,113.9,4815.64,155,12,11
2025-06-05,Thursday,6,June,2,23,0,0,Medicine,7,119,136,137,10,11,22,137,95.9,115.1,4094.71,131,8,11
2025-06-06,Friday,6,June,2,23,0,0,General OPD,7,126,150,142,10,13,15,142,95.7,112.7,3996.11,130,7,9
2025-06-07,Saturday,6,June,2,23,1,0,General OPD,9,162,122,120,7,7,12,120,56.2,74.1,4610.66,110,6,11
2025-06-08,Sunday,6,June,2,23,1,0,General OPD,9,162,127,125,7,11,16,125,48.5,77.2,4708.41,117,6,13
2025-06-09,Monday,6,June,2,24,0,0,Medicine,9,144,142,135,11,8,12,135,69.2,93.8,5177.78,131,6,12
2025-06-10,Tuesday,6,June,2,24,0,0,Medicine,8,136,184,182,9,11,18,182,100.0,125.0,5954.45,173,15,13
2025-06-11,Wednesday,6,June,2,24,0,0,Medicine,8,136,175,170,13,10,18,170,100.0,125.0,5630.72,159,9,11
2025-06-12,Thursday,6,June,2,24,0,0,General OPD,8,144,165,158,9,14,16,158,89.7,109.7,4643.55,151,10,12
2025-06-13,Friday,6,June,2,24,0,0,Medicine,8,136,122,126,8,5,17,126,71.1,92.6,3605.08,116,7,12
2025-06-14,Saturday,6,June,2,24,1,0,General OPD,9,135,95,101,6,9,21,101,40.9,74.8,3240.78,96,6,12
2025-06-15,Sunday,6,June,2,24,1,0,General OPD,8,120,105,107,9,7,18,107,62.0,89.2,3703.21,99,7,12
2025-06-16,Monday,6,June,2,25,0,0,Surgical OPD,9,135,127,133,6,10,22,133,80.2,98.5,4892.15,121,7,11
2025-06-17,Tuesday,6,June,2,25,0,0,General OPD,8,136,160,159,8,13,20,159,97.3,116.9,4740.75,150,6,14
2025-06-18,Wednesday,6,June,2,25,0,0,General OPD,8,128,176,168,7,13,12,168,100.0,125.0,4534.16,159,11,12
2025-06-19,Thursday,6,June,2,25,0,0,General OPD,9,144,151,147,7,9,12,147,74.8,102.1,5135.58,136,10,13
2025-06-20,Friday,6,June,2,25,0,0,General OPD,8,128,141,130,9,13,11,130,83.9,101.6,3214.57,122,7,11
2025-06-21,Saturday,6,June,2,25,1,0,General OPD,9,144,108,110,8,7,17,110,49.8,76.4,3502.75,104,6,11
2025-06-22,Sunday,6,June,2,25,1,0,Pediatrics,8,120,99,105,7,6,19,105,58.9,87.5,3397.51,100,6,11
2025-06-23,Monday,6,June,2,26,0,0,Pediatrics,8,120,161,160,9,14,22,160,100.0,125.0,4877.58,155,12,11
2025-06-24,Tuesday,6,June,2,26,0,0,Surgical OPD,8,144,122,127,6,9,20,127,60.8,88.2,3279.02,116,4,12
2025-06-25,Wednesday,6,June,2,26,0,0,Medicine,7,119,158,143,11,15,11,143,100.0,120.2,4366.87,139,10,9
2025-06-26,Thursday,6,June,2,26,0,0,General OPD,8,136,163,151,7,12,7,151,84.2,111.0,5824.1,143,9,12
2025-06-27,Friday,6,June,2,26,0,0,General OPD,7,112,144,134,6,9,5,134,100.0,119.6,4605.16,128,9,11
2025-06-28,Saturday,6,June,2,26,1,0,General OPD,8,120,98,98,5,7,12,98,56.7,81.7,3591.39,93,3,12
2025-06-29,Sunday,6,June,2,26,1,0,Pediatrics,7,112,102,113,3,7,21,113,72.1,100.9,3065.82,102,8,11
2025-06-30,Monday,6,June,2,27,0,0,General OPD,9,162,172,179,7,11,25,179,87.8,110.5,5911.09,159,10,15
2025-07-01,Tuesday,7,July,3,27,0,0,Pediatrics,9,153,133,137,10,11,25,137,71.1,89.5,4432.41,131,8,14
2025-07-02,Wednesday,7,July,3,27,0,0,General OPD,7,119,181,172,7,19,17,172,97.4,125.0,5578.1,160,15,9
2025-07-03,Thursday,7,July,3,27,0,0,Pediatrics,8,128,129,134,5,9,19,134,78.8,104.7,4585.93,127,9,14
2025-07-04,Friday,7,July,3,27,0,0,Pediatrics,9,162,157,147,9,9,8,147,64.6,90.7,4790.63,136,5,14
2025-07-05,Saturday,7,July,3,27,1,0,General OPD,9,153,89,95,5,6,17,95,44.1,62.1,2588.01,87,5,14
2025-07-06,Sunday,7,July,3,27,1,0,Surgical OPD,8,144,88,86,5,7,10,86,59.3,59.7,2962.96,78,5,13
2025-07-07,Monday,7,July,3,28,0,0,Medicine,8,144,137,138,4,11,16,138,72.5,95.8,4880.17,132,8,14
2025-07-08,Tuesday,7,July,3,28,0,0,General OPD,7,112,146,152,9,13,28,152,100.0,125.0,5666.24,138,13,9
2025-07-09,Wednesday,7,July,3,28,0,0,Medicine,8,120,146,145,7,12,18,145,89.3,120.8,5430.92,138,8,11
2025-07-10,Thursday,7,July,3,28,0,0,Pediatrics,8,128,113,111,8,6,12,111,60.1,86.7,3763.54,102,7,13
2025-07-11,Friday,7,July,3,28,0,0,Surgical OPD,7,105,123,126,6,8,17,126,96.2,120.0,3456.01,121,10,10
2025-07-12,Saturday,7,July,3,28,1,0,Medicine,8,144,84,93,5,4,18,93,53.5,64.6,2407.07,83,5,11
2025-07-13,Sunday,7,July,3,28,1,0,Pediatrics,8,120,104,103,7,9,15,103,55.9,85.8,3202.44,93,6,12
2025-07-14,Monday,7,July,3,29,0,0,General OPD,9,162,169,177,8,6,22,177,83.8,109.3,6314.99,168,9,12
2025-07-15,Tuesday,7,July,3,29,0,0,General OPD,8,136,166,170,10,8,22,170,100.0,125.0,6021.42,159,11,12
2025-07-16,Wednesday,7,July,3,29,0,0,Pediatrics,8,136,156,148,6,10,8,148,90.9,108.8,4898.21,133,10,10
2025-07-17,Thursday,7,July,3,29,0,0,Pediatrics,8,136,140,130,8,11,9,130,71.6,95.6,4140.99,126,7,10
2025-07-18,Friday,7,July,3,29,0,0,General OPD,10,160,157,153,10,10,16,153,78.3,95.6,6061.09,139,9,14
2025-07-19,Saturday,7,July,3,29,1,0,General OPD,6,96,94,93,5,6,10,93,70.0,96.9,3189.54,86,6,8
2025-07-20,Sunday,7,July,3,29,1,0,Medicine,7,126,90,96,7,6,19,96,56.6,76.2,3038.49,86,3,12
2025-07-21,Monday,7,July,3,30,0,0,Surgical OPD,9,153,126,132,7,9,22,132,62.3,86.3,3883.21,121,7,11
2025-07-22,Tuesday,7,July,3,30,0,0,Pediatrics,7,112,123,138,6,6,27,138,100.0,123.2,3859.25,128,12,11
2025-07-23,Wednesday,7,July,3,30,0,0,General OPD,8,136,165,156,14,9,14,156,90.8,114.7,4301.19,142,9,13
2025-07-24,Thursday,7,July,3,30,0,0,General OPD,8,128,138,131,10,13,16,131,80.2,102.3,3663.55,125,6,11
2025-07-25,Friday,7,July,3,30,0,0,General OPD,9,135,154,149,5,12,12,149,87.5,110.4,4935.45,137,8,12
2025-07-26,Saturday,7,July,3,30,1,0,Surgical OPD,7,105,84,84,3,7,10,84,53.4,80.0,2681.93,80,3,10
2025-07-27,Sunday,7,July,3,30,1,0,General OPD,8,136,114,116,4,8,14,116,52.6,85.3,3560.78,104,6,12
2025-07-28,Monday,7,July,3,31,0,0,Pediatrics,9,162,132,137,8,9,22,137,45.5,84.6,4787.59,126,7,12
2025-07-29,Tuesday,7,July,3,31,0,0,General OPD,7,112,172,173,10,13,24,173,100.0,125.0,6787.95,152,11,9
2025-07-30,Wednesday,7,July,3,31,0,0,Pediatrics,8,128,156,153,9,13,19,153,100.0,119.5,4392.11,146,10,11
2025-07-31,Thursday,7,July,3,31,0,0,Medicine,7,105,144,142,4,13,15,142,99.5,125.0,4161.01,134,10,13
2025-08-01,Friday,8,August,3,31,0,0,Medicine,8,120,125,121,5,9,10,121,79.6,100.8,2798.95,116,8,14
2025-08-02,Saturday,8,August,3,31,1,0,General OPD,7,126,94,93,4,8,11,93,57.6,73.8,2966.2,86,3,10
2025-08-03,Sunday,8,August,3,31,1,0,General OPD,6,108,121,128,3,4,14,128,100.0,118.5,4030.66,123,9,9
2025-08-04,Monday,8,August,3,32,0,0,General OPD,8,144,189,184,7,17,19,184,100.0,125.0,6545.09,174,15,14
2025-08-05,Tuesday,8,August,3,32,0,0,Surgical OPD,8,136,126,134,8,8,24,134,69.5,98.5,4241.47,118,6,11
2025-08-06,Wednesday,8,August,3,32,0,0,Medicine,8,120,120,128,4,10,22,128,80.6,106.7,3794.89,116,8,13
2025-08-07,Thursday,8,August,3,32,0,0,Pediatrics,8,136,138,131,9,8,10,131,74.7,96.3,4292.97,122,9,14
2025-08-08,Friday,8,August,3,32,0,0,Pediatrics,9,135,119,115,7,6,9,115,58.9,85.2,3936.25,108,5,13
2025-08-09,Saturday,8,August,3,32,1,0,Medicine,7,105,106,103,5,8,10,103,86.6,98.1,2629.5,91,6,13
2025-08-10,Sunday,8,August,3,32,1,0,General OPD,7,112,104,112,4,5,17,112,66.8,100.0,4035.09,106,6,9
2025-08-11,Monday,8,August,3,33,0,0,Surgical OPD,7,105,134,131,8,9,14,131,100.0,124.8,4876.5,122,10,12
2025-08-12,Tuesday,8,August,3,33,0,0,General OPD,7,105,166,168,6,10,18,168,96.6,125.0,5743.89,157,10,11
2025-08-13,Wednesday,8,August,3,33,0,0,General OPD,6,102,142,141,5,10,14,141,100.0,125.0,3984.91,128,9,9
2025-08-14,Thursday,8,August,3,33,0,1,Pediatrics,7,105,102,104,5,9,16,104,79.1,99.0,3192.37,98,4,9
2025-08-15,Friday,8,August,3,33,0,0,General OPD,6,102,106,109,2,7,12,109,90.8,106.9,4003.73,96,7,8
2025-08-16,Saturday,8,August,3,33,1,0,General OPD,8,144,90,91,3,7,11,91,47.4,63.2,2555.93,81,5,13
2025-08-17,Sunday,8,August,3,33,1,0,Medicine,6,90,105,105,4,9,13,105,86.3,116.7,3624.03,100,7,10
2025-08-18,Monday,8,August,3,34,0,0,General OPD,7,105,122,128,6,7,19,128,100.0,121.9,4070.0,117,9,9
2025-08-19,Tuesday,8,August,3,34,0,0,Pediatrics,7,119,137,144,5,8,20,144,100.0,121.0,4700.27,132,9,11
2025-08-20,Wednesday,8,August,3,34,0,0,General OPD,7,126,136,143,6,13,26,143,86.8,113.5,4097.94,129,6,11
2025-08-21,Thursday,8,August,3,34,0,0,General OPD,7,112,130,137,3,9,19,137,100.0,122.3,4565.2,127,10,9
2025-08-22,Friday,8,August,3,34,0,0,General OPD,8,144,124,116,7,10,9,116,47.9,80.6,3832.21,103,6,12
2025-08-23,Saturday,8,August,3,34,1,0,General OPD,7,119,84,87,4,7,14,87,47.8,73.1,2258.74,79,5,12
2025-08-24,Sunday,8,August,3,34,1,0,Medicine,8,144,99,110,5,5,21,110,56.9,76.4,3518.04,103,5,10
2025-08-25,Monday,8,August,3,35,0,0,General OPD,9,153,149,150,8,9,18,150,75.9,98.0,5168.34,139,12,14
2025-08-26,Tuesday,8,August,3,35,0,0,Pediatrics,7,119,135,134,6,11,16,134,83.8,112.6,4081.49,131,8,12
2025-08-27,Wednesday,8,August,3,35,0,0,Pediatrics,7,112,142,143,6,5,12,143,100.0,125.0,3175.9,131,8,11
2025-08-28,Thursday,8,August,3,35,0,0,Medicine,7,105,135,138,8,9,20,138,100.0,125.0,4352.62,127,7,11
2025-08-29,Friday,8,August,3,35,0,0,Surgical OPD,7,119,102,102,5,6,11,102,58.3,85.7,3862.32,95,6,9
2025-08-30,Saturday,8,August,3,35,1,0,Medicine,7,119,94,95,4,9,14,95,50.6,79.8,2909.1,85,7,10
2025-08-31,Sunday,8,August,3,35,1,0,General OPD,7,112,81,86,4,6,15,86,54.9,76.8,3243.46,83,5,9
2025-09-01,Monday,9,September,3,36,0,0,General OPD,7,119,147,142,7,14,16,142,98.9,119.3,4082.58,133,10,12
2025-09-02,Tuesday,9,September,3,36,0,0,General OPD,6,90,141,143,6,10,18,143,93.4,125.0,3911.92,129,11,10
2025-09-03,Wednesday,9,September,3,36,0,0,Pediatrics,7,112,106,108,5,7,14,108,67.6,96.4,3453.8,104,7,12
2025-09-04,Thursday,9,September,3,36,0,0,General OPD,8,120,125,131,4,8,18,131,83.5,109.2,3760.97,116,9,14
2025-09-05,Friday,9,September,3,36,0,0,Pediatrics,7,105,132,138,4,8,18,138,100.0,125.0,4598.08,135,12,13
2025-09-06,Saturday,9,September,3,36,1,0,Pediatrics,7,112,61,64,3,7,13,64,47.2,57.1,1952.62,62,3,12
2025-09-07,Sunday,9,September,3,36,1,0,General OPD,6,102,110,107,5,9,11,107,72.8,104.9,4054.84,100,5,9
2025-09-08,Monday,9,September,3,37,0,0,Medicine,6,90,127,136,7,7,23,136,100.0,125.0,4111.73,121,10,9
2025-09-09,Tuesday,9,September,3,37,0,0,General OPD,8,120,162,162,8,19,27,162,100.0,125.0,5242.15,146,11,10
2025-09-10,Wednesday,9,September,3,37,0,0,General OPD,7,105,131,140,5,9,23,140,100.0,125.0,4813.95,127,7,9
2025-09-11,Thursday,9,September,3,37,0,0,Medicine,8,120,109,110,6,8,15,110,61.6,91.7,3940.78,99,5,10
2025-09-12,Friday,9,September,3,37,0,0,Pediatrics,8,128,111,106,6,10,11,106,55.0,82.8,4019.37,99,5,12
2025-09-13,Saturday,9,September,3,37,1,0,Medicine,8,128,78,83,4,4,13,83,52.9,64.8,2578.03,81,5,11
2025-09-14,Sunday,9,September,3,37,1,0,Pediatrics,7,126,79,92,4,5,22,92,51.4,73.0,2797.05,85,6,12
2025-09-15,Monday,9,September,3,38,0,0,General OPD,7,126,170,170,7,17,24,170,100.0,125.0,4138.54,161,13,13
2025-09-16,Tuesday,9,September,3,38,0,0,Medicine,7,105,117,123,6,8,20,123,94.0,117.1,4940.52,117,9,10
2025-09-17,Wednesday,9,September,3,38,0,0,Medicine,7,119,112,116,4,10,18,116,77.1,97.5,3879.49,112,6,10
2025-09-18,Thursday,9,September,3,38,0,0,Medicine,7,105,140,137,7,9,13,137,99.8,125.0,4795.99,121,12,10
2025-09-19,Friday,9,September,3,38,0,0,General OPD,6,102,124,115,9,8,8,115,86.9,112.7,3935.64,106,7,8
2025-09-20,Saturday,9,September,3,38,1,0,Pediatrics,5,75,72,79,4,7,18,79,74.9,105.3,2543.65,76,4,9
2025-09-21,Sunday,9,September,3,38,1,0,General OPD,6,108,90,94,3,7,14,94,59.8,87.0,3139.73,90,4,11
2025-09-22,Monday,9,September,3,39,0,0,General OPD,7,126,142,151,5,9,23,151,100.0,119.8,4493.96,147,10,9
2025-09-23,Tuesday,9,September,3,39,0,0,Surgical OPD,8,136,113,120,5,7,19,120,58.6,88.2,3694.99,114,7,12
2025-09-24,Wednesday,9,September,3,39,0,0,General OPD,7,105,123,126,7,7,17,126,94.7,120.0,3553.1,114,6,10
2025-09-25,Thursday,9,September,3,39,0,0,Surgical OPD,7,119,98,99,4,9,14,99,63.6,83.2,3784.67,92,4,11
2025-09-26,Friday,9,September,3,39,0,0,Pediatrics,7,126,103,104,4,9,14,104,57.4,82.5,3561.58,92,5,9
2025-09-27,Saturday,9,September,3,39,1,0,General OPD,8,120,94,98,3,5,12,98,56.2,81.7,3910.66,93,4,11
2025-09-28,Sunday,9,September,3,39,1,0,Pediatrics,8,120,91,92,4,7,12,92,51.6,76.7,3789.07,86,4,10
2025-09-29,Monday,9,September,3,40,0,0,Medicine,8,136,115,123,5,8,21,123,66.3,90.4,3245.16,116,8,13
2025-09-30,Tuesday,9,September,3,40,0,0,Medicine,6,96,136,138,7,10,19,138,100.0,125.0,4959.85,134,7,9
2025-10-01,Wednesday,10,October,4,40,0,0,Medicine,7,119,124,134,7,8,25,134,88.3,112.6,3560.13,127,9,11
2025-10-02,Thursday,10,October,4,40,0,0,Medicine,8,144,110,106,8,10,14,106,49.6,73.6,3467.23,97,6,10
2025-10-03,Friday,10,October,4,40,0,0,Medicine,7,126,124,121,3,9,9,121,64.9,96.0,4024.33,109,6,13
2025-10-04,Saturday,10,October,4,40,1,0,Medicine,7,126,82,93,4,6,21,93,45.5,73.8,2497.17,90,5,11
2025-10-05,Sunday,10,October,4,40,1,0,General OPD,7,126,85,96,4,5,20,96,50.8,76.2,2788.79,86,5,11
2025-10-06,Monday,10,October,4,41,0,0,Pediatrics,6,108,126,132,3,8,17,132,100.0,122.2,4414.27,118,9,9
2025-10-07,Tuesday,10,October,4,41,0,0,General OPD,6,96,120,118,7,14,19,118,98.5,122.9,3859.21,106,9,10
2025-10-08,Wednesday,10,October,4,41,0,0,Surgical OPD,7,105,122,125,6,12,21,125,100.0,119.0,3490.81,116,6,9
2025-10-09,Thursday,10,October,4,41,0,0,Surgical OPD,9,153,101,104,5,7,15,104,44.6,68.0,3037.62,93,4,15
2025-10-10,Friday,10,October,4,41,0,0,General OPD,7,119,101,105,2,10,16,105,51.3,88.2,2733.6,102,5,12
2025-10-11,Saturday,10,October,4,41,1,0,Medicine,6,108,77,77,3,7,10,77,52.8,71.3,2093.5,75,4,12
2025-10-12,Sunday,10,October,4,41,1,0,Surgical OPD,8,136,74,87,2,5,20,87,54.9,64.0,2654.75,85,4,10
2025-10-13,Monday,10,October,4,42,0,0,General OPD,8,144,144,138,10,8,12,138,65.5,95.8,4961.07,122,8,11
2025-10-14,Tuesday,10,October,4,42,0,0,Pediatrics,8,128,132,134,8,11,21,134,73.0,104.7,4885.23,131,7,10
2025-10-15,Wednesday,10,October,4,42,0,0,Surgical OPD,7,112,98,104,3,8,17,104,68.4,92.9,4090.71,102,5,11
2025-10-16,Thursday,10,October,4,42,0,0,General OPD,8,120,96,101,2,6,13,101,51.3,84.2,3403.4,98,5,11
2025-10-17,Friday,10,October,4,42,0,0,Medicine,8,128,123,119,6,10,12,119,68.9,93.0,3897.62,113,7,13
2025-10-18,Saturday,10,October,4,42,1,0,General OPD,7,112,88,97,5,4,18,97,64.0,86.6,3296.12,92,6,12
2025-10-19,Sunday,10,October,4,42,1,0,Surgical OPD,6,90,33,42,1,2,12,42,40.7,46.7,1425.57,37,2,8
2025-10-20,Monday,10,October,4,43,0,0,Surgical OPD,6,102,111,113,4,6,12,113,92.5,110.8,2885.34,109,6,10
2025-10-21,Tuesday,10,October,4,43,0,0,Surgical OPD,7,126,104,114,3,5,18,114,67.2,90.5,4509.33,101,5,12
2025-10-22,Wednesday,10,October,4,43,0,0,Pediatrics,8,144,113,123,6,7,23,123,61.7,85.4,2985.98,112,8,14
2025-10-23,Thursday,10,October,4,43,0,0,Medicine,7,119,107,103,4,8,8,103,58.5,86.6,3769.29,101,4,10
2025-10-24,Friday,10,October,4,43,0,0,Medicine,7,105,120,118,5,7,10,118,94.4,112.4,3802.61,109,7,13
2025-10-25,Saturday,10,October,4,43,1,0,General OPD,6,102,76,84,4,4,16,84,55.9,82.4,2321.93,75,5,11
2025-10-26,Sunday,10,October,4,43,1,0,Medicine,7,112,73,82,2,6,17,82,52.9,73.2,2798.29,80,4,12
2025-10-27,Monday,10,October,4,44,0,0,General OPD,6,90,108,119,3,11,25,119,100.0,125.0,3751.77,116,7,8
2025-10-28,Tuesday,10,October,4,44,0,0,Pediatrics,8,120,146,139,9,12,14,139,96.0,115.8,4068.51,125,9,10
2025-10-29,Wednesday,10,October,4,44,0,0,General OPD,8,120,132,129,8,13,18,129,76.9,107.5,3415.16,125,6,11
2025-10-30,Thursday,10,October,4,44,0,0,General OPD,8,144,98,104,5,9,20,104,49.5,72.2,2718.35,96,3,10
2025-10-31,Friday,10,October,4,44,0,0,General OPD,6,102,98,95,5,6,8,95,64.8,93.1,2807.85,87,6,10
2025-11-01,Saturday,11,November,4,44,1,0,Medicine,8,120,81,86,5,7,17,86,48.9,71.7,2618.88,78,3,11
2025-11-02,Sunday,11,November,4,44,1,0,General OPD,7,105,110,113,5,8,16,113,89.3,107.6,3068.83,100,7,11
2025-11-03,Monday,11,November,4,45,0,0,Medicine,6,90,131,137,5,12,23,137,100.0,125.0,4405.09,124,9,8
2025-11-04,Tuesday,11,November,4,45,0,0,General OPD,6,102,129,141,6,9,27,141,100.0,125.0,3909.57,125,9,9
2025-11-05,Wednesday,11,November,4,45,0,0,General OPD,7,126,115,122,7,7,21,122,64.0,96.8,4079.79,119,7,12
2025-11-06,Thursday,11,November,4,45,0,0,Pediatrics,7,112,127,121,6,12,12,121,85.5,108.0,4467.99,114,8,13
2025-11-07,Friday,11,November,4,45,0,0,Medicine,7,126,106,108,4,8,14,108,54.4,85.7,3581.01,105,5,12
2025-11-08,Saturday,11,November,4,45,1,0,General OPD,6,90,80,81,4,5,10,81,63.6,90.0,2561.6,77,5,10
2025-11-09,Sunday,11,November,4,45,1,0,Pediatrics,8,144,84,93,4,5,18,93,46.5,64.6,2777.02,83,3,13
2025-11-10,Monday,11,November,4,46,0,0,Surgical OPD,7,126,101,106,5,6,16,106,61.9,84.1,4005.15,103,7,12
2025-11-11,Tuesday,11,November,4,46,0,0,Pediatrics,7,112,121,130,6,7,22,130,96.5,116.1,4059.37,126,12,13
2025-11-12,Wednesday,11,November,4,46,0,0,General OPD,8,136,123,135,4,8,24,135,71.4,99.3,5664.72,123,8,14
2025-11-13,Thursday,11,November,4,46,0,0,General OPD,6,102,117,116,6,9,14,116,85.2,113.7,3163.07,103,9,11
2025-11-14,Friday,11,November,4,46,0,0,Medicine,6,108,110,114,5,8,17,114,81.8,105.6,3780.2,108,9,12
2025-11-15,Saturday,11,November,4,46,1,0,General OPD,8,144,66,85,2,4,25,85,44.3,59.0,3200.33,81,4,13
2025-11-16,Sunday,11,November,4,46,1,0,Medicine,9,153,86,90,5,8,17,90,43.1,58.8,2631.55,87,5,12
2025-11-17,Monday,11,November,4,47,0,0,Pediatrics,7,119,116,130,5,4,23,130,90.4,109.2,4037.22,115,6,12
2025-11-18,Tuesday,11,November,4,47,0,0,Surgical OPD,7,112,100,113,3,8,24,113,69.2,100.9,3899.02,101,5,9
2025-11-19,Wednesday,11,November,4,47,0,0,Medicine,7,105,119,127,4,8,20,127,97.4,121.0,4261.05,119,9,13
2025-11-20,Thursday,11,November,4,47,0,0,Surgical OPD,7,126,112,119,5,6,18,119,68.3,94.4,4074.42,112,5,13
2025-11-21,Friday,11,November,4,47,0,0,General OPD,7,119,118,114,6,9,11,114,67.0,95.8,4177.08,101,7,11
2025-11-22,Saturday,11,November,4,47,1,0,Medicine,7,126,70,72,3,5,10,72,41.9,57.1,2204.13,66,4,11
2025-11-23,Sunday,11,November,4,47,1,0,General OPD,8,144,96,94,4,9,11,94,47.1,65.3,3548.32,88,6,10
2025-11-24,Monday,11,November,4,48,0,0,Pediatrics,7,119,114,120,4,10,20,120,79.4,100.8,3014.39,114,7,13
2025-11-25,Tuesday,11,November,4,48,0,0,Pediatrics,7,112,131,135,8,13,25,135,100.0,120.5,4901.82,123,10,13
2025-11-26,Wednesday,11,November,4,48,0,0,Medicine,6,108,121,121,8,7,15,121,80.2,112.0,4427.25,112,8,10
